#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,05/25/2023 09:48:02,25.87,,,,,
2,05/25/2023 09:53:02,23.46,,,,,
3,05/25/2023 09:58:02,21.92,,,,,
4,05/25/2023 10:03:02,20.93,,,,,
5,05/25/2023 10:08:02,20.37,,,,,
6,05/25/2023 10:13:02,20.12,,,,,
7,05/25/2023 10:18:02,19.99,,,,,
8,05/25/2023 10:23:02,20.07,,,,,
9,05/25/2023 10:28:02,19.95,,,,,
10,05/25/2023 10:33:02,19.90,,,,,
11,05/25/2023 10:38:02,19.86,,,,,
12,05/25/2023 10:43:02,19.82,,,,,
13,05/25/2023 10:48:02,19.95,,,,,
14,05/25/2023 10:53:02,20.03,,,,,
15,05/25/2023 10:58:02,20.16,,,,,
16,05/25/2023 11:03:02,20.33,,,,,
17,05/25/2023 11:08:02,20.46,,,,,
18,05/25/2023 11:13:02,20.68,,,,,
19,05/25/2023 11:18:02,20.76,,,,,
20,05/25/2023 11:23:02,20.89,,,,,
21,05/25/2023 11:28:02,20.93,,,,,
22,05/25/2023 11:33:02,21.02,,,,,
23,05/25/2023 11:38:02,21.10,,,,,
24,05/25/2023 11:43:02,21.32,,,,,
25,05/25/2023 11:48:02,21.49,,,,,
26,05/25/2023 11:53:02,21.66,,,,,
27,05/25/2023 11:58:02,21.83,,,,,
28,05/25/2023 12:03:02,22.01,,,,,
29,05/25/2023 12:08:02,22.13,,,,,
30,05/25/2023 12:13:02,22.22,,,,,
31,05/25/2023 12:18:02,22.35,,,,,
32,05/25/2023 12:23:02,22.43,,,,,
33,05/25/2023 12:28:02,22.56,,,,,
34,05/25/2023 12:33:02,22.78,,,,,
35,05/25/2023 12:38:02,22.82,,,,,
36,05/25/2023 12:43:02,22.86,,,,,
37,05/25/2023 12:48:02,23.08,,,,,
38,05/25/2023 12:53:02,23.25,,,,,
39,05/25/2023 12:58:02,23.55,,,,,
40,05/25/2023 13:03:02,23.68,,,,,
41,05/25/2023 13:08:02,23.76,,,,,
