#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,05/20/2023 13:26:16,30.54,,,,,
2,05/20/2023 13:31:16,30.03,,,,,
3,05/20/2023 13:36:16,29.47,,,,,
4,05/20/2023 13:41:16,29.17,,,,,
5,05/20/2023 13:46:16,28.87,,,,,
6,05/20/2023 13:51:16,28.74,,,,,
7,05/20/2023 13:56:16,28.70,,,,,
8,05/20/2023 14:01:16,28.61,,,,,
9,05/20/2023 14:06:16,28.70,,,,,
10,05/20/2023 14:11:16,28.78,,,,,
11,05/20/2023 14:16:16,28.87,,,,,
12,05/20/2023 14:21:16,29.00,,,,,
13,05/20/2023 14:26:16,29.17,,,,,
14,05/20/2023 14:31:16,29.21,,,,,
15,05/20/2023 14:36:16,29.26,,,,,
16,05/20/2023 14:41:16,29.30,,,,,
17,05/20/2023 14:46:16,29.38,,,,,
18,05/20/2023 14:51:16,29.47,,,,,
19,05/20/2023 14:56:16,29.60,,,,,
20,05/20/2023 15:01:16,29.68,,,,,
21,05/20/2023 15:06:16,29.77,,,,,
22,05/20/2023 15:11:16,29.86,,,,,
23,05/20/2023 15:16:16,29.94,,,,,
24,05/20/2023 15:21:16,30.03,,,,,
25,05/20/2023 15:26:16,30.16,,,,,
26,05/20/2023 15:31:16,30.20,,,,,
27,05/20/2023 15:36:16,30.24,,,,,
28,05/20/2023 15:41:16,30.33,,,,,
29,05/20/2023 15:46:16,30.37,,,,,
30,05/20/2023 15:51:16,30.46,,,,,
31,05/20/2023 15:56:16,30.46,,,,,
32,05/20/2023 16:01:16,30.54,,,,,
33,05/20/2023 16:06:16,30.63,,,,,
34,05/20/2023 16:11:16,30.67,,,,,
35,05/20/2023 16:16:16,30.76,,,,,
36,05/20/2023 16:21:16,30.89,,,,,
37,05/20/2023 16:26:16,30.97,,,,,
38,05/20/2023 16:31:16,31.10,,,,,
39,05/20/2023 16:36:16,31.23,,,,,
40,05/20/2023 16:41:16,31.27,,,,,
41,05/20/2023 16:46:16,31.40,,,,,
