#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Host Connected,Stopped,End of File
1,06/01/2023 16:15:21,33.50,,,
2,06/01/2023 16:20:21,32.60,,,
3,06/01/2023 16:25:21,31.14,,,
4,06/01/2023 16:30:21,30.54,,,
5,06/01/2023 16:35:21,29.98,,,
6,06/01/2023 16:40:21,29.90,,,
7,06/01/2023 16:45:21,29.90,,,
8,06/01/2023 16:50:21,29.86,,,
9,06/01/2023 16:55:21,29.56,,,
10,06/01/2023 17:00:21,29.34,,,
11,06/01/2023 17:05:21,29.21,,,
12,06/01/2023 17:10:21,29.34,,,
13,06/01/2023 17:15:21,29.13,,,
14,06/01/2023 17:20:21,28.87,,,
15,06/01/2023 17:25:21,28.83,,,
16,06/01/2023 17:30:21,28.74,,,
17,06/01/2023 17:35:21,28.61,,,
18,06/01/2023 17:40:21,28.31,,,
19,06/01/2023 17:45:21,28.18,,,
20,06/01/2023 17:50:21,28.10,,,
21,06/01/2023 17:55:21,27.75,,,
22,06/01/2023 18:00:21,27.41,,,
23,06/01/2023 18:05:21,27.07,,,
24,06/01/2023 18:10:21,26.77,,,
25,06/01/2023 18:15:21,26.38,,,
26,06/01/2023 18:20:21,25.99,,,
27,06/01/2023 18:25:21,25.65,,,
28,06/01/2023 18:30:21,25.35,,,
29,06/01/2023 18:35:21,24.92,,,
30,06/01/2023 18:40:21,24.49,,,
31,06/01/2023 18:45:21,24.06,,,
32,06/01/2023 18:50:21,23.72,,,
33,06/01/2023 18:55:21,23.42,,,
34,06/01/2023 19:00:21,23.08,,,
35,06/01/2023 19:05:21,22.78,,,
36,06/01/2023 19:10:21,22.43,,,
37,06/01/2023 19:15:21,22.13,,,
38,06/01/2023 19:20:21,21.75,,,
39,06/01/2023 19:25:21,21.28,,,
40,06/01/2023 19:30:21,20.89,,,
41,06/01/2023 19:35:21,20.59,,,
42,06/01/2023 19:40:21,20.25,,,
43,06/01/2023 19:45:21,19.90,,,
44,06/01/2023 19:50:21,19.60,,,
45,06/01/2023 19:55:21,19.30,,,
46,06/01/2023 20:00:21,18.96,,,
47,06/01/2023 20:05:21,18.62,,,
48,06/01/2023 20:10:21,18.40,,,
49,06/01/2023 20:15:21,18.10,,,
50,06/01/2023 20:20:21,17.80,,,
51,06/01/2023 20:25:21,17.54,,,
52,06/01/2023 20:30:21,17.37,,,
53,06/01/2023 20:35:21,17.07,,,
54,06/01/2023 20:40:21,16.81,,,
55,06/01/2023 20:45:21,16.51,,,
56,06/01/2023 20:50:21,16.26,,,
57,06/01/2023 20:55:21,16.00,,,
58,06/01/2023 21:00:21,15.83,,,
59,06/01/2023 21:05:21,15.61,,,
60,06/01/2023 21:10:21,15.48,,,
61,06/01/2023 21:15:21,15.36,,,
62,06/01/2023 21:20:21,15.14,,,
63,06/01/2023 21:25:21,14.84,,,
64,06/01/2023 21:30:21,14.84,,,
65,06/01/2023 21:35:21,14.54,,,
66,06/01/2023 21:40:21,14.28,,,
67,06/01/2023 21:45:21,14.24,,,
68,06/01/2023 21:50:21,14.37,,,
69,06/01/2023 21:55:21,14.33,,,
70,06/01/2023 22:00:21,14.28,,,
71,06/01/2023 22:05:21,14.07,,,
72,06/01/2023 22:10:21,13.94,,,
73,06/01/2023 22:15:21,13.90,,,
74,06/01/2023 22:20:21,13.85,,,
75,06/01/2023 22:25:21,13.85,,,
76,06/01/2023 22:30:21,13.73,,,
77,06/01/2023 22:35:21,13.64,,,
78,06/01/2023 22:40:21,13.47,,,
79,06/01/2023 22:45:21,13.51,,,
80,06/01/2023 22:50:21,13.51,,,
81,06/01/2023 22:55:21,13.51,,,
82,06/01/2023 23:00:21,13.60,,,
83,06/01/2023 23:05:21,13.38,,,
84,06/01/2023 23:10:21,13.38,,,
85,06/01/2023 23:15:21,13.30,,,
86,06/01/2023 23:20:21,13.21,,,
87,06/01/2023 23:25:21,13.25,,,
88,06/01/2023 23:30:21,13.30,,,
89,06/01/2023 23:35:21,13.25,,,
90,06/01/2023 23:40:21,13.25,,,
91,06/01/2023 23:45:21,13.25,,,
92,06/01/2023 23:50:21,13.21,,,
93,06/01/2023 23:55:21,13.08,,,
94,06/02/2023 00:00:21,12.91,,,
95,06/02/2023 00:05:21,12.87,,,
96,06/02/2023 00:10:21,12.82,,,
97,06/02/2023 00:15:21,12.78,,,
98,06/02/2023 00:20:21,12.65,,,
99,06/02/2023 00:25:21,12.48,,,
100,06/02/2023 00:30:21,12.52,,,
101,06/02/2023 00:35:21,12.40,,,
102,06/02/2023 00:40:21,12.22,,,
103,06/02/2023 00:45:21,12.22,,,
104,06/02/2023 00:50:21,12.14,,,
105,06/02/2023 00:55:21,12.18,,,
106,06/02/2023 01:00:21,12.18,,,
107,06/02/2023 01:05:21,12.10,,,
108,06/02/2023 01:10:21,12.05,,,
109,06/02/2023 01:15:21,12.01,,,
110,06/02/2023 01:20:21,11.97,,,
111,06/02/2023 01:25:21,11.88,,,
112,06/02/2023 01:30:21,11.84,,,
113,06/02/2023 01:35:21,11.79,,,
114,06/02/2023 01:40:21,11.62,,,
115,06/02/2023 01:45:21,11.58,,,
116,06/02/2023 01:50:21,11.41,,,
117,06/02/2023 01:55:21,11.19,,,
118,06/02/2023 02:00:21,11.07,,,
119,06/02/2023 02:05:21,10.94,,,
120,06/02/2023 02:10:21,10.89,,,
121,06/02/2023 02:15:21,10.94,,,
122,06/02/2023 02:20:21,10.85,,,
123,06/02/2023 02:25:21,10.77,,,
124,06/02/2023 02:30:21,10.98,,,
125,06/02/2023 02:35:21,11.07,,,
126,06/02/2023 02:40:21,11.02,,,
127,06/02/2023 02:45:21,11.02,,,
128,06/02/2023 02:50:21,10.94,,,
129,06/02/2023 02:55:21,10.81,,,
130,06/02/2023 03:00:21,10.72,,,
131,06/02/2023 03:05:21,10.64,,,
132,06/02/2023 03:10:21,10.42,,,
133,06/02/2023 03:15:21,10.46,,,
134,06/02/2023 03:20:21,10.38,,,
135,06/02/2023 03:25:21,10.42,,,
136,06/02/2023 03:30:21,10.38,,,
137,06/02/2023 03:35:21,10.34,,,
138,06/02/2023 03:40:21,10.38,,,
139,06/02/2023 03:45:21,10.34,,,
140,06/02/2023 03:50:21,10.29,,,
141,06/02/2023 03:55:21,10.16,,,
142,06/02/2023 04:00:21,10.16,,,
143,06/02/2023 04:05:21,10.38,,,
144,06/02/2023 04:10:21,10.51,,,
145,06/02/2023 04:15:21,10.77,,,
146,06/02/2023 04:20:21,10.77,,,
147,06/02/2023 04:25:21,10.77,,,
148,06/02/2023 04:30:21,10.68,,,
149,06/02/2023 04:35:21,10.55,,,
150,06/02/2023 04:40:21,10.55,,,
151,06/02/2023 04:45:21,10.34,,,
152,06/02/2023 04:50:21,10.12,,,
153,06/02/2023 04:55:21,9.99,,,
154,06/02/2023 05:00:21,9.86,,,
155,06/02/2023 05:05:21,9.69,,,
156,06/02/2023 05:10:21,9.56,,,
157,06/02/2023 05:15:21,9.39,,,
158,06/02/2023 05:20:21,9.18,,,
159,06/02/2023 05:25:21,9.14,,,
160,06/02/2023 05:30:21,8.92,,,
161,06/02/2023 05:35:21,8.83,,,
162,06/02/2023 05:40:21,8.79,,,
163,06/02/2023 05:45:21,8.66,,,
164,06/02/2023 05:50:21,8.49,,,
165,06/02/2023 05:55:21,8.49,,,
166,06/02/2023 06:00:21,8.58,,,
167,06/02/2023 06:05:21,8.62,,,
168,06/02/2023 06:10:21,8.75,,,
169,06/02/2023 06:15:21,8.88,,,
170,06/02/2023 06:20:21,8.88,,,
171,06/02/2023 06:25:21,8.92,,,
172,06/02/2023 06:30:21,9.14,,,
173,06/02/2023 06:35:21,9.35,,,
174,06/02/2023 06:40:21,9.61,,,
175,06/02/2023 06:45:21,9.99,,,
176,06/02/2023 06:50:21,10.42,,,
177,06/02/2023 06:55:21,11.71,,,
178,06/02/2023 07:00:21,13.08,,,
179,06/02/2023 07:05:21,13.98,,,
180,06/02/2023 07:10:21,13.73,,,
181,06/02/2023 07:15:21,14.11,,,
182,06/02/2023 07:20:21,16.81,,,
183,06/02/2023 07:25:21,19.05,,,
184,06/02/2023 07:30:21,20.72,,,
185,06/02/2023 07:35:21,21.58,,,
186,06/02/2023 07:40:21,22.48,,,
187,06/02/2023 07:45:21,23.25,,,
188,06/02/2023 07:50:21,23.72,,,
189,06/02/2023 07:55:21,23.68,,,
190,06/02/2023 08:00:21,23.59,,,
191,06/02/2023 08:05:21,24.11,,,
192,06/02/2023 08:10:21,20.89,,,
193,06/02/2023 08:15:21,20.29,,,
194,06/02/2023 08:20:21,22.61,,,
195,06/02/2023 08:25:21,23.85,,,
196,06/02/2023 08:30:21,24.66,,,
197,06/02/2023 08:35:21,25.35,,,
198,06/02/2023 08:40:21,25.31,,,
199,06/02/2023 08:45:21,25.39,,,
200,06/02/2023 08:50:21,25.27,,,
201,06/02/2023 08:55:21,25.22,,,
202,06/02/2023 09:00:21,24.97,,,
203,06/02/2023 09:05:21,24.75,,,
204,06/02/2023 09:10:21,24.97,,,
205,06/02/2023 09:15:21,25.14,,,
206,06/02/2023 09:20:21,25.09,,,
207,06/02/2023 09:25:21,25.65,,,
208,06/02/2023 09:30:21,25.48,,,
209,06/02/2023 09:35:21,25.48,,,
210,06/02/2023 09:40:21,25.48,,,
211,06/02/2023 09:45:21,25.31,,,
212,06/02/2023 09:50:21,25.78,,,
213,06/02/2023 09:55:21,26.17,,,
214,06/02/2023 10:00:21,26.04,,,
215,06/02/2023 10:05:21,26.12,,,
216,06/02/2023 10:10:21,26.25,,,
217,06/02/2023 10:15:21,26.17,,,
218,06/02/2023 10:20:21,26.04,,,
219,06/02/2023 10:25:21,27.15,,,
220,06/02/2023 10:30:21,27.45,,,
221,06/02/2023 10:35:21,27.97,,,
222,06/02/2023 10:40:21,28.40,,,
223,06/02/2023 10:45:21,28.74,,,
224,06/02/2023 10:50:21,28.87,,,
225,06/02/2023 10:55:21,28.35,,,
226,06/02/2023 11:00:21,28.44,,,
227,06/02/2023 11:05:21,28.78,,,
228,06/02/2023 11:10:21,28.70,,,
229,06/02/2023 11:15:21,29.56,,,
230,06/02/2023 11:20:21,30.16,,,
231,06/02/2023 11:25:21,29.13,,,
232,06/02/2023 11:30:21,29.98,,,
233,06/02/2023 11:35:21,30.03,,,
234,06/02/2023 11:40:21,30.28,,,
235,06/02/2023 11:45:21,31.06,,,
236,06/02/2023 11:50:21,30.80,,,
237,06/02/2023 11:55:21,30.54,,,
238,06/02/2023 12:00:21,30.07,,,
239,06/02/2023 12:05:21,30.76,,,
240,06/02/2023 12:10:21,31.06,,,
241,06/02/2023 12:15:21,31.01,,,
242,06/02/2023 12:20:21,31.87,,,
243,06/02/2023 12:25:21,32.43,,,
244,06/02/2023 12:30:21,32.43,,,
245,06/02/2023 12:35:21,32.34,,,
246,06/02/2023 12:40:21,32.22,,,
247,06/02/2023 12:45:21,32.04,,,
248,06/02/2023 12:50:21,32.94,,,
249,06/02/2023 12:55:21,32.82,,,
250,06/02/2023 13:00:21,33.25,,,
251,06/02/2023 13:05:21,33.16,,,
252,06/02/2023 13:10:21,33.07,,,
253,06/02/2023 13:15:21,31.92,,,
254,06/02/2023 13:20:21,32.22,,,
255,06/02/2023 13:25:21,31.83,,,
256,06/02/2023 13:30:21,31.40,,,
257,06/02/2023 13:35:21,31.53,,,
258,06/02/2023 13:40:21,31.44,,,
259,06/02/2023 13:45:21,31.66,,,
260,06/02/2023 13:50:21,31.92,,,
261,06/02/2023 13:55:21,31.61,,,
262,06/02/2023 14:00:21,31.40,,,
263,06/02/2023 14:05:21,31.40,,,
264,06/02/2023 14:10:21,31.87,,,
265,06/02/2023 14:15:21,32.17,,,
266,06/02/2023 14:20:21,32.64,,,
267,06/02/2023 14:25:21,32.77,,,
268,06/02/2023 14:30:21,32.77,,,
269,06/02/2023 14:35:21,32.73,,,
270,06/02/2023 14:40:21,32.86,,,
271,06/02/2023 14:45:21,33.12,,,
272,06/02/2023 14:50:21,32.94,,,
273,06/02/2023 14:55:21,32.64,,,
274,06/02/2023 15:00:21,32.26,,,
275,06/02/2023 15:05:21,32.17,,,
276,06/02/2023 15:10:21,33.16,,,
277,06/02/2023 15:15:21,33.37,,,
278,06/02/2023 15:20:21,33.67,,,
279,06/02/2023 15:25:21,33.80,,,
280,06/02/2023 15:30:21,34.06,,,
281,06/02/2023 15:35:21,34.15,,,
282,06/02/2023 15:40:21,33.63,,,
283,06/02/2023 15:45:21,33.42,,,
284,06/02/2023 15:50:21,33.55,,,
285,06/02/2023 15:55:21,33.46,,,
286,06/02/2023 16:00:21,33.93,,,
287,06/02/2023 16:05:21,34.02,,,
288,06/02/2023 16:10:21,34.06,,,
289,06/02/2023 16:15:21,34.02,,,
290,06/02/2023 16:20:21,33.80,,,
291,06/02/2023 16:25:21,33.55,,,
292,06/02/2023 16:30:21,33.25,,,
293,06/02/2023 16:35:21,33.07,,,
294,06/02/2023 16:40:21,32.82,,,
295,06/02/2023 16:45:21,32.73,,,
296,06/02/2023 16:50:21,32.60,,,
297,06/02/2023 16:55:21,32.60,,,
298,06/02/2023 17:00:21,32.82,,,
299,06/02/2023 17:05:21,32.64,,,
300,06/02/2023 17:10:21,32.56,,,
301,06/02/2023 17:15:21,32.43,,,
302,06/02/2023 17:20:21,32.30,,,
303,06/02/2023 17:25:21,32.13,,,
304,06/02/2023 17:30:21,31.70,,,
305,06/02/2023 17:35:21,31.49,,,
306,06/02/2023 17:40:21,31.49,,,
307,06/02/2023 17:45:21,31.06,,,
308,06/02/2023 17:50:21,31.10,,,
309,06/02/2023 17:55:21,30.80,,,
310,06/02/2023 18:00:21,30.54,,,
311,06/02/2023 18:05:21,30.20,,,
312,06/02/2023 18:10:21,29.86,,,
313,06/02/2023 18:15:21,29.60,,,
314,06/02/2023 18:20:21,29.30,,,
315,06/02/2023 18:25:21,29.08,,,
316,06/02/2023 18:30:21,28.95,,,
317,06/02/2023 18:35:21,28.70,,,
318,06/02/2023 18:40:21,28.35,,,
319,06/02/2023 18:45:21,28.01,,,
320,06/02/2023 18:50:21,27.75,,,
321,06/02/2023 18:55:21,27.45,,,
322,06/02/2023 19:00:21,27.15,,,
323,06/02/2023 19:05:21,26.81,,,
324,06/02/2023 19:10:21,26.42,,,
325,06/02/2023 19:15:21,25.99,,,
326,06/02/2023 19:20:21,25.57,,,
327,06/02/2023 19:25:21,25.09,,,
328,06/02/2023 19:30:21,24.79,,,
329,06/02/2023 19:35:21,24.41,,,
330,06/02/2023 19:40:21,24.02,,,
331,06/02/2023 19:45:21,23.76,,,
332,06/02/2023 19:50:21,23.38,,,
333,06/02/2023 19:55:21,23.08,,,
334,06/02/2023 20:00:21,22.73,,,
335,06/02/2023 20:05:21,22.31,,,
336,06/02/2023 20:10:21,21.96,,,
337,06/02/2023 20:15:21,21.66,,,
338,06/02/2023 20:20:21,21.32,,,
339,06/02/2023 20:25:21,21.02,,,
340,06/02/2023 20:30:21,20.68,,,
341,06/02/2023 20:35:21,20.37,,,
342,06/02/2023 20:40:21,20.07,,,
343,06/02/2023 20:45:21,19.73,,,
344,06/02/2023 20:50:21,19.52,,,
345,06/02/2023 20:55:21,19.13,,,
346,06/02/2023 21:00:21,18.87,,,
347,06/02/2023 21:05:21,18.62,,,
348,06/02/2023 21:10:21,18.40,,,
349,06/02/2023 21:15:21,18.14,,,
350,06/02/2023 21:20:21,17.89,,,
351,06/02/2023 21:25:21,17.67,,,
352,06/02/2023 21:30:21,17.41,,,
353,06/02/2023 21:35:21,17.37,,,
354,06/02/2023 21:40:21,17.03,,,
355,06/02/2023 21:45:21,16.90,,,
356,06/02/2023 21:50:21,16.73,,,
357,06/02/2023 21:55:21,16.56,,,
358,06/02/2023 22:00:21,16.34,,,
359,06/02/2023 22:05:21,16.21,,,
360,06/02/2023 22:10:21,16.00,,,
361,06/02/2023 22:15:21,15.78,,,
362,06/02/2023 22:20:21,15.66,,,
363,06/02/2023 22:25:21,15.57,,,
364,06/02/2023 22:30:21,15.48,,,
365,06/02/2023 22:35:21,15.36,,,
366,06/02/2023 22:40:21,15.36,,,
367,06/02/2023 22:45:21,15.23,,,
368,06/02/2023 22:50:21,15.14,,,
369,06/02/2023 22:55:21,15.01,,,
370,06/02/2023 23:00:21,14.97,,,
371,06/02/2023 23:05:21,14.84,,,
372,06/02/2023 23:10:21,14.71,,,
373,06/02/2023 23:15:21,14.58,,,
374,06/02/2023 23:20:21,14.45,,,
375,06/02/2023 23:25:21,14.28,,,
376,06/02/2023 23:30:21,14.28,,,
377,06/02/2023 23:35:21,14.20,,,
378,06/02/2023 23:40:21,14.07,,,
379,06/02/2023 23:45:21,14.11,,,
380,06/02/2023 23:50:21,14.07,,,
381,06/02/2023 23:55:21,14.03,,,
382,06/03/2023 00:00:21,14.11,,,
383,06/03/2023 00:05:21,14.07,,,
384,06/03/2023 00:10:21,13.94,,,
385,06/03/2023 00:15:21,13.94,,,
386,06/03/2023 00:20:21,13.85,,,
387,06/03/2023 00:25:21,13.73,,,
388,06/03/2023 00:30:21,13.81,,,
389,06/03/2023 00:35:21,13.68,,,
390,06/03/2023 00:40:21,13.55,,,
391,06/03/2023 00:45:21,13.60,,,
392,06/03/2023 00:50:21,13.47,,,
393,06/03/2023 00:55:21,13.38,,,
394,06/03/2023 01:00:21,13.34,,,
395,06/03/2023 01:05:21,13.25,,,
396,06/03/2023 01:10:21,13.12,,,
397,06/03/2023 01:15:21,13.04,,,
