#,Date-Time (PST),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,05/12/2022 09:36:49,24.41,,,,,
2,05/12/2022 09:41:49,22.18,,,,,
3,05/12/2022 09:46:49,20.68,,,,,
4,05/12/2022 09:51:49,21.02,,,,,
5,05/12/2022 09:56:49,21.23,,,,,
6,05/12/2022 10:01:49,21.58,,,,,
7,05/12/2022 10:06:49,21.70,,,,,
8,05/12/2022 10:11:49,22.13,,,,,
9,05/12/2022 10:16:49,22.48,,,,,
10,05/12/2022 10:21:49,21.36,,,,,
11,05/12/2022 10:26:49,21.28,,,,,
12,05/12/2022 10:31:49,22.56,,,,,
13,05/12/2022 10:36:49,23.25,,,,,
14,05/12/2022 10:41:49,22.39,,,,,
15,05/12/2022 10:46:49,22.35,,,,,
16,05/12/2022 10:51:49,23.38,,,,,
17,05/12/2022 10:56:49,23.25,,,,,
18,05/12/2022 11:01:49,23.85,,,,,
19,05/12/2022 11:06:49,23.03,,,,,
20,05/12/2022 11:11:49,22.13,,,,,
21,05/12/2022 11:16:49,21.83,,,,,
22,05/12/2022 11:21:49,22.56,,,,,
23,05/12/2022 11:26:49,22.56,,,,,
24,05/12/2022 11:31:49,24.28,,,,,
25,05/12/2022 11:36:49,25.48,,,,,
26,05/12/2022 11:41:49,26.34,,,,,
27,05/12/2022 11:46:49,26.17,,,,,
28,05/12/2022 11:51:49,26.25,,,,,
29,05/12/2022 11:56:49,25.35,,,,,
30,05/12/2022 12:01:49,24.79,,,,,
31,05/12/2022 12:06:49,25.18,,,,,
32,05/12/2022 12:11:49,26.30,,,,,
33,05/12/2022 12:16:49,26.04,,,,,
34,05/12/2022 12:21:49,26.04,,,,,
35,05/12/2022 12:26:49,25.57,,,,,
36,05/12/2022 12:31:49,25.91,,,,,
37,05/12/2022 12:36:49,25.82,,,,,
38,05/12/2022 12:41:49,25.35,,,,,
39,05/12/2022 12:46:49,24.88,,,,,
40,05/12/2022 12:51:49,25.44,,,,,
41,05/12/2022 12:56:49,25.57,,,,,
42,05/12/2022 13:01:49,25.39,,,,,
43,05/12/2022 13:06:49,25.82,,,,,
44,05/12/2022 13:11:49,25.74,,,,,
45,05/12/2022 13:16:49,25.95,,,,,
46,05/12/2022 13:21:49,26.12,,,,,
47,05/12/2022 13:26:49,26.12,,,,,
48,05/12/2022 13:31:49,25.82,,,,,
49,05/12/2022 13:36:49,25.69,,,,,
50,05/12/2022 13:41:49,26.04,,,,,
51,05/12/2022 13:46:49,26.85,,,,,
52,05/12/2022 13:51:49,27.28,,,,,
53,05/12/2022 13:56:49,28.10,,,,,
54,05/12/2022 14:01:49,28.61,,,,,
55,05/12/2022 14:06:49,28.53,,,,,
56,05/12/2022 14:11:49,28.31,,,,,
57,05/12/2022 14:16:49,28.95,,,,,
58,05/12/2022 14:21:49,29.21,,,,,
59,05/12/2022 14:26:49,28.95,,,,,
60,05/12/2022 14:31:49,29.30,,,,,
61,05/12/2022 14:36:49,28.48,,,,,
62,05/12/2022 14:41:49,28.53,,,,,
63,05/12/2022 14:46:49,28.35,,,,,
64,05/12/2022 14:51:49,28.61,,,,,
65,05/12/2022 14:56:49,29.26,,,,,
66,05/12/2022 15:01:49,29.08,,,,,
67,05/12/2022 15:06:49,29.00,,,,,
68,05/12/2022 15:11:49,29.26,,,,,
69,05/12/2022 15:16:49,29.17,,,,,
70,05/12/2022 15:21:49,28.78,,,,,
71,05/12/2022 15:26:49,28.95,,,,,
72,05/12/2022 15:31:49,28.57,,,,,
73,05/12/2022 15:36:49,28.65,,,,,
74,05/12/2022 15:41:49,28.78,,,,,
75,05/12/2022 15:46:49,28.70,,,,,
76,05/12/2022 15:51:49,28.91,,,,,
77,05/12/2022 15:56:49,29.21,,,,,
78,05/12/2022 16:01:49,29.04,,,,,
79,05/12/2022 16:06:49,28.95,,,,,
80,05/12/2022 16:11:49,29.30,,,,,
81,05/12/2022 16:16:49,29.34,,,,,
82,05/12/2022 16:21:49,29.43,,,,,
83,05/12/2022 16:26:49,29.17,,,,,
84,05/12/2022 16:31:49,28.83,,,,,
85,05/12/2022 16:36:49,28.70,,,,,
86,05/12/2022 16:41:49,28.70,,,,,
87,05/12/2022 16:46:49,28.70,,,,,
88,05/12/2022 16:51:49,28.44,,,,,
89,05/12/2022 16:56:49,28.65,,,,,
90,05/12/2022 17:01:49,28.78,,,,,
91,05/12/2022 17:06:49,28.70,,,,,
92,05/12/2022 17:11:49,28.74,,,,,
93,05/12/2022 17:16:49,28.87,,,,,
94,05/12/2022 17:21:49,28.10,,,,,
95,05/12/2022 17:26:49,27.37,,,,,
96,05/12/2022 17:31:49,27.28,,,,,
97,05/12/2022 17:36:49,27.02,,,,,
98,05/12/2022 17:41:49,27.07,,,,,
99,05/12/2022 17:46:49,27.28,,,,,
100,05/12/2022 17:51:49,26.60,,,,,
101,05/12/2022 17:56:49,25.99,,,,,
102,05/12/2022 18:01:49,25.87,,,,,
103,05/12/2022 18:06:49,26.04,,,,,
104,05/12/2022 18:11:49,25.99,,,,,
105,05/12/2022 18:16:49,25.78,,,,,
106,05/12/2022 18:21:49,25.65,,,,,
107,05/12/2022 18:26:49,25.01,,,,,
108,05/12/2022 18:31:49,24.41,,,,,
109,05/12/2022 18:36:49,23.98,,,,,
110,05/12/2022 18:41:49,23.51,,,,,
111,05/12/2022 18:46:49,23.08,,,,,
112,05/12/2022 18:51:49,22.65,,,,,
113,05/12/2022 18:56:49,22.31,,,,,
114,05/12/2022 19:01:49,21.96,,,,,
115,05/12/2022 19:06:49,21.66,,,,,
116,05/12/2022 19:11:49,21.23,,,,,
117,05/12/2022 19:16:49,20.76,,,,,
118,05/12/2022 19:21:49,20.37,,,,,
119,05/12/2022 19:26:49,20.20,,,,,
120,05/12/2022 19:31:49,19.90,,,,,
121,05/12/2022 19:36:49,19.65,,,,,
122,05/12/2022 19:41:49,19.35,,,,,
123,05/12/2022 19:46:49,19.13,,,,,
124,05/12/2022 19:51:49,19.00,,,,,
125,05/12/2022 19:56:49,18.70,,,,,
126,05/12/2022 20:01:49,18.40,,,,,
127,05/12/2022 20:06:49,18.10,,,,,
128,05/12/2022 20:11:49,17.72,,,,,
129,05/12/2022 20:16:49,17.46,,,,,
130,05/12/2022 20:21:49,17.16,,,,,
131,05/12/2022 20:26:49,16.86,,,,,
132,05/12/2022 20:31:49,16.56,,,,,
133,05/12/2022 20:36:49,16.39,,,,,
134,05/12/2022 20:41:49,16.17,,,,,
135,05/12/2022 20:46:49,15.96,,,,,
136,05/12/2022 20:51:49,15.74,,,,,
137,05/12/2022 20:56:49,15.57,,,,,
138,05/12/2022 21:01:49,15.44,,,,,
139,05/12/2022 21:06:49,15.23,,,,,
140,05/12/2022 21:11:49,14.88,,,,,
141,05/12/2022 21:16:49,14.67,,,,,
142,05/12/2022 21:21:49,14.58,,,,,
143,05/12/2022 21:26:49,14.37,,,,,
144,05/12/2022 21:31:49,14.07,,,,,
145,05/12/2022 21:36:49,13.85,,,,,
146,05/12/2022 21:41:49,13.81,,,,,
147,05/12/2022 21:46:49,13.81,,,,,
148,05/12/2022 21:51:49,13.73,,,,,
149,05/12/2022 21:56:49,13.60,,,,,
150,05/12/2022 22:01:49,13.51,,,,,
151,05/12/2022 22:06:49,13.43,,,,,
152,05/12/2022 22:11:49,13.25,,,,,
153,05/12/2022 22:16:49,13.08,,,,,
154,05/12/2022 22:21:49,13.00,,,,,
155,05/12/2022 22:26:49,13.00,,,,,
156,05/12/2022 22:31:49,13.00,,,,,
157,05/12/2022 22:36:49,12.95,,,,,
158,05/12/2022 22:41:49,12.78,,,,,
159,05/12/2022 22:46:49,12.65,,,,,
160,05/12/2022 22:51:49,12.52,,,,,
161,05/12/2022 22:56:49,12.48,,,,,
162,05/12/2022 23:01:49,12.40,,,,,
163,05/12/2022 23:06:49,12.35,,,,,
164,05/12/2022 23:11:49,12.22,,,,,
165,05/12/2022 23:16:49,12.05,,,,,
166,05/12/2022 23:21:49,11.92,,,,,
167,05/12/2022 23:26:49,11.79,,,,,
168,05/12/2022 23:31:49,11.75,,,,,
169,05/12/2022 23:36:49,11.71,,,,,
170,05/12/2022 23:41:49,11.58,,,,,
171,05/12/2022 23:46:49,11.49,,,,,
172,05/12/2022 23:51:49,11.37,,,,,
173,05/12/2022 23:56:49,11.02,,,,,
174,05/13/2022 00:01:49,10.89,,,,,
175,05/13/2022 00:06:49,10.85,,,,,
176,05/13/2022 00:11:49,10.85,,,,,
177,05/13/2022 00:16:49,10.89,,,,,
178,05/13/2022 00:21:49,10.94,,,,,
179,05/13/2022 00:26:49,10.89,,,,,
180,05/13/2022 00:31:49,10.85,,,,,
181,05/13/2022 00:36:49,10.81,,,,,
182,05/13/2022 00:41:49,10.81,,,,,
183,05/13/2022 00:46:49,10.72,,,,,
184,05/13/2022 00:51:49,10.68,,,,,
185,05/13/2022 00:56:49,10.51,,,,,
186,05/13/2022 01:01:49,10.59,,,,,
187,05/13/2022 01:06:49,10.55,,,,,
188,05/13/2022 01:11:49,10.51,,,,,
189,05/13/2022 01:16:49,10.38,,,,,
190,05/13/2022 01:21:49,10.29,,,,,
191,05/13/2022 01:26:49,10.21,,,,,
192,05/13/2022 01:31:49,10.12,,,,,
193,05/13/2022 01:36:49,10.04,,,,,
194,05/13/2022 01:41:49,9.99,,,,,
195,05/13/2022 01:46:49,9.82,,,,,
196,05/13/2022 01:51:49,9.78,,,,,
197,05/13/2022 01:56:49,9.74,,,,,
198,05/13/2022 02:01:49,9.61,,,,,
199,05/13/2022 02:06:49,9.61,,,,,
200,05/13/2022 02:11:49,9.39,,,,,
201,05/13/2022 02:16:49,9.35,,,,,
202,05/13/2022 02:21:49,9.18,,,,,
203,05/13/2022 02:26:49,9.05,,,,,
204,05/13/2022 02:31:49,8.96,,,,,
205,05/13/2022 02:36:49,8.96,,,,,
206,05/13/2022 02:41:49,9.01,,,,,
207,05/13/2022 02:46:49,9.01,,,,,
208,05/13/2022 02:51:49,9.05,,,,,
209,05/13/2022 02:56:49,8.92,,,,,
210,05/13/2022 03:01:49,8.88,,,,,
211,05/13/2022 03:06:49,8.75,,,,,
212,05/13/2022 03:11:49,8.71,,,,,
213,05/13/2022 03:16:49,8.45,,,,,
214,05/13/2022 03:21:49,8.45,,,,,
215,05/13/2022 03:26:49,8.45,,,,,
216,05/13/2022 03:31:49,8.49,,,,,
217,05/13/2022 03:36:49,8.66,,,,,
218,05/13/2022 03:41:49,8.62,,,,,
219,05/13/2022 03:46:49,8.53,,,,,
220,05/13/2022 03:51:49,8.58,,,,,
221,05/13/2022 03:56:49,8.58,,,,,
222,05/13/2022 04:01:49,8.58,,,,,
223,05/13/2022 04:06:49,8.49,,,,,
224,05/13/2022 04:11:49,8.41,,,,,
225,05/13/2022 04:16:49,8.28,,,,,
226,05/13/2022 04:21:49,8.23,,,,,
227,05/13/2022 04:26:49,8.11,,,,,
228,05/13/2022 04:31:49,8.06,,,,,
229,05/13/2022 04:36:49,8.15,,,,,
230,05/13/2022 04:41:49,8.11,,,,,
231,05/13/2022 04:46:49,8.11,,,,,
232,05/13/2022 04:51:49,8.11,,,,,
233,05/13/2022 04:56:49,8.02,,,,,
234,05/13/2022 05:01:49,7.93,,,,,
235,05/13/2022 05:06:49,7.81,,,,,
236,05/13/2022 05:11:49,7.72,,,,,
237,05/13/2022 05:16:49,7.68,,,,,
238,05/13/2022 05:21:49,7.63,,,,,
239,05/13/2022 05:26:49,7.59,,,,,
240,05/13/2022 05:31:49,7.63,,,,,
241,05/13/2022 05:36:49,7.46,,,,,
