#,Fecha/hora (PDT),Ch: 1 - Temperatura   (°C),Ch: 2 - RH   (%),Punto de condensación   (°C),Anfitrión conectado,Final del archivo
1,04/14/2022 09:42:58,18,56,62,59,11,30,,
2,04/14/2022 09:45:38,,,,Registrado,
3,04/14/2022 09:47:58,16,77,57,25,8,29,,
4,04/14/2022 09:52:58,14,94,63,96,8,19,,
5,04/14/2022 09:57:58,14,14,67,80,8,30,,
6,04/14/2022 10:02:58,13,73,69,44,8,25,,
7,04/14/2022 10:07:58,13,48,70,64,8,26,,
8,04/14/2022 10:12:58,13,36,71,66,8,36,,
9,04/14/2022 10:17:58,13,32,72,15,8,42,,
10,04/14/2022 10:22:58,13,41,72,15,8,52,,
11,04/14/2022 10:27:58,13,52,71,49,8,48,,
12,04/14/2022 10:32:58,13,60,71,85,8,63,,
13,04/14/2022 10:37:58,13,74,72,45,8,89,,
14,04/14/2022 10:42:58,13,68,72,74,8,89,,
15,04/14/2022 10:47:58,13,45,73,14,8,75,,
16,04/14/2022 10:52:58,13,35,74,23,8,87,,
17,04/14/2022 10:57:58,13,48,74,40,9,03,,
18,04/14/2022 11:02:58,13,60,74,84,9,23,,
19,04/14/2022 11:07:58,13,75,75,85,9,58,,
20,04/14/2022 11:12:58,14,12,73,88,9,55,,
21,04/14/2022 11:17:58,14,33,72,89,9,54,,
22,04/14/2022 11:22:58,14,52,72,33,9,62,,
23,04/14/2022 11:27:58,14,69,71,33,9,57,,
24,04/14/2022 11:32:58,14,78,70,24,9,43,,
25,04/14/2022 11:37:58,14,89,69,97,9,48,,
26,04/14/2022 11:42:58,14,98,69,80,9,53,,
27,04/14/2022 11:47:58,15,01,69,36,9,46,,
28,04/14/2022 11:52:58,15,18,68,75,9,50,,
29,04/14/2022 11:57:58,14,97,69,22,9,39,,
30,04/14/2022 12:02:58,15,31,68,41,9,55,,
31,04/14/2022 12:07:58,15,33,68,65,9,62,,
32,04/14/2022 12:12:58,15,36,68,53,9,61,,
33,04/14/2022 12:17:58,15,53,68,23,9,71,,
34,04/14/2022 12:22:58,15,69,67,32,9,67,,
35,04/14/2022 12:27:58,15,96,66,57,9,75,,
36,04/14/2022 12:32:58,16,18,66,01,9,84,,
37,04/14/2022 12:37:58,16,04,67,08,9,95,,
38,04/14/2022 12:42:58,15,97,65,86,9,61,,
39,04/14/2022 12:47:58,15,84,65,97,9,51,,
40,04/14/2022 12:52:58,15,92,65,80,9,55,,
41,04/14/2022 12:57:58,15,95,63,61,9,07,,
42,04/14/2022 13:02:58,15,91,63,03,8,90,,
43,04/14/2022 13:07:58,15,84,63,31,8,89,,
44,04/14/2022 13:12:58,15,65,64,05,8,89,,
45,04/14/2022 13:17:58,15,72,63,04,8,72,,
46,04/14/2022 13:22:58,15,84,62,90,8,80,,
47,04/14/2022 13:27:58,15,99,64,06,9,21,,
48,04/14/2022 13:32:58,16,03,62,96,9,00,,
49,04/14/2022 13:37:58,16,03,62,97,9,00,,
50,04/14/2022 13:42:58,16,17,62,87,9,11,,
51,04/14/2022 13:47:58,16,30,61,55,8,91,,
52,04/14/2022 13:52:58,16,41,61,90,9,10,,
53,04/14/2022 13:57:58,16,63,61,27,9,16,,
54,04/14/2022 14:02:58,16,76,61,42,9,32,,
55,04/14/2022 14:07:58,17,35,60,55,9,66,,
56,04/14/2022 14:12:58,17,35,58,92,9,26,,
57,04/14/2022 14:17:58,17,43,59,79,9,54,,
58,04/14/2022 14:22:58,17,49,59,21,9,46,,
59,04/14/2022 14:27:58,17,92,59,70,9,99,,
60,04/14/2022 14:32:58,18,15,56,75,9,45,,
61,04/14/2022 14:37:58,18,02,57,39,9,49,,
62,04/14/2022 14:42:58,17,91,58,49,9,67,,
63,04/14/2022 14:47:58,17,58,59,69,9,66,,
64,04/14/2022 14:52:58,17,06,60,03,9,26,,
65,04/14/2022 14:57:58,16,75,61,23,9,26,,
66,04/14/2022 15:02:58,16,58,62,80,9,48,,
